cpg index	Gene Symbol
cg22635155	PDE2A
cg22636253	SSRP1
cg22637507	ALKBH3
cg22637834	AKT3
cg22637941	WISP1
cg22638542	SEC22L3
cg22639768	FAM13C1
cg22640452	NR1D1
cg22643217	KRTAP11-1
cg22646528	DTNA
cg22646710	SYT6
cg22646937	KCNMB1
cg22647018	AGT
cg22650146	DUSP10
cg22655224	MT3
cg22657536	LSM16
cg22658979	MMP13
cg22658985	WDR40A
cg22659356	STK39
cg22659426	CLN3
cg22660544	RPS11
cg22660578	LHX1
cg22663080	GCLM
cg22663117	MRPL12
cg22665276	ZNF85
cg22667787	APTX
cg22668533	SMC4L1
cg22670329	CXCL6
cg22670349	FLJ40432
cg22670733	CHRNA3
cg22671726	EGLN2
cg22672790	GABRA6
cg22674717	SALL1
cg22675150	TUBA2
cg22677246	COTL1
cg22678136	SNRPN
cg22679003	CDH2
cg22679120	SNX8
cg22680204	CRMP1
cg22681784	SPINK2
cg22682953	PTPN11
cg22685463	POLR2A
cg22686523	FLJ25006
cg22688260	ZCSL2
cg22689690	ADCY6
cg22691736	MTRF1
cg22692158	PRB4
cg22699062	HSP90B1
cg22699362	FLJ10996
cg22700017	CAMK2N2
cg22704775	FEN1
cg22705225	PDZK3
cg22705929	YPEL4
cg22708853	FLT3LG
cg22708914	SH2D4A
cg22709192	HOXC11
cg22710329	ANUBL1
cg22716127	SMAP1
cg22718139	HMGCS2
cg22719586	NDOR1
cg22719623	OPRM1
cg22721186	ATAD2
cg22721827	NTN2L
cg22722454	CNDP1
cg22722822	CHIC2
cg22723026	ANG
cg22724153	SPAM1
cg22727416	ADAM10
cg22728790	PIN1
cg22730004	SPTA1
cg22730357	PTPN4
cg22730830	PRSS21
cg22732515	ETHE1
cg22732672	CSTF1
cg22733478	KIAA1893
cg22734085	FLJ30277
cg22734315	ASCIZ
cg22734480	ABHD8
cg22736107	PSMB4
cg22736323	PDGFRA
cg22736354	NHLRC1
cg22737001	RUNX3
cg22740783	CGREF1
cg22740835	DDR2
cg22744680	KREMEN2
cg22747092	BTBD14A
cg22748452	SRXN1
cg22748573	CITED4
cg22748850	CDC25C
cg22750254	CCDC3
cg22751696	C3orf14
cg22752533	SLC12A5
cg22753607	ZCCHC7
cg22753768	BAP1
cg22757447	IMPACT
cg22759185	REEP6
cg22760576	EYA3
cg22762180	PERP
cg22762309	OTUD6A
cg22762951	NVL
cg22763181	YY1
cg22764338	PCDH1
cg22764341	ATP10D
cg22764925	GGT1
cg22766145	BHLHB5
cg22767079	BIVM
cg22767735	ALDH3A2
cg22769406	COX6B1
cg22771603	HSPA4
cg22772878	DIRAS1
cg22774012	HEL308
cg22774127	COX10
cg22774472	COL5A2
cg22775000	TMEFF1
cg22775896	GM2A
cg22776578	CPLX2
cg22777952	FOXB1
cg22778145	CLK4
cg22778180	C12orf47
cg22780428	CEPT1
cg22780475	CBLC
cg22781236	UBL3
cg22781397	CDK2
cg22782492	VHL
cg22783258	LMO7
cg22783363	TNFRSF10D
cg22784047	MVP
cg22788223	NFYA
cg22789545	C20orf114
cg22791453	ASS
cg22792432	ROCK1
cg22792910	ANXA4
cg22792938	HRB
cg22793458	ZBTB11
cg22794078	C15orf44
cg22796458	UBQLN4
cg22797169	IL1RL2
cg22797991	ATP10A
cg22799321	TFPI2
cg22799850	FBXL13
cg22799917	YWHAB
cg22800191	HPS3
cg22800631	TRRAP
cg22801690	DAO
cg22802439	UPK1A
cg22802739	DBF4
cg22805517	C7orf25
cg22805632	KRT10
cg22807551	MTUS1
cg22807823	C9orf76
cg22808175	PHOSPHO1
cg22809047	RPL31
cg22812892	IDE
cg22813220	C1orf83
cg22814247	SIRT2
cg22814929	BTN2A1
cg22815110	FOXD3
cg22815214	CACNA1S
cg22815534	CECR5
cg22816171	DDX50
cg22820108	NCOR2
cg22821324	GPM6A
cg22821606	PTD015
cg22821834	GPR135
cg22821930	RNPC2
cg22825487	VNN3
cg22825979	RFP2
cg22826936	ULK2
cg22827290	MGC13024
cg22827524	FLJ43505
cg22827640	HPCAL4
cg22828602	RNF133
cg22828804	FLJ13149
cg22830590	SCRN3
cg22830895	CRYGN
cg22831263	KIAA1840
cg22831514	DHRS8
cg22832044	CDH1
cg22833027	CHRD
cg22833175	WBP11
cg22833292	RPS6KA4
cg22836153	LOX
cg22836229	EFCAB1
cg22836370	MBD2
cg22836470	TMEM119
cg22837289	MDS028
cg22838674	PROSC
cg22841169	YPEL5
cg22842233	UPK1B
cg22843446	ASAM
cg22844623	GJA12
cg22845362	ANAPC4
cg22853986	TRMT12
cg22854223	CD82
cg22854546	WDR33
cg22855405	TINAGL1
cg22857957	FMO5
cg22858288	SLC22A18
cg22858308	HIVEP2
cg22858861	CCDC5
cg22861316	FABP6
cg22862656	SCGB2A2
cg22863122	DUSP7
cg22864416	CCNJ
cg22867063	ZNF214
cg22870256	FDFT1
cg22870280	BCL2L10
cg22874046	ICAM1
cg22874960	LKAP
cg22875391	FAM79B
cg22876908	DGKA
cg22878324	PURB
cg22879289	NID1
cg22879515	BTG4
cg22881914	NID2
cg22882178	PITX3
cg22884082	GJB7
cg22885821	GNAS
cg22885965	QRSL1
cg22886005	ILKAP
cg22886089	SCG3
cg22889448	EMR1
cg22892110	MAPK15
cg22892237	DPY19L3
cg22892904	CBX2
cg22901840	DIRAS3
cg22903365	KIAA0423
cg22905097	EPSTI1
cg22905968	SERTAD1
cg22907065	RHOA
cg22908581	CD4
cg22909962	RPL7L1
cg22913584	SSBP2
cg22915732	MGC34646
cg22916109	IREB2
cg22917082	CXorf15
cg22917487	CX3CR1
cg22918700	LOC161247
cg22919370	HIST1H3I
cg22919728	CHST13
cg22920417	FLJ44881
cg22920538	UROD
cg22920873	HSPC268
cg22925006	ATP6V1C1
cg22926560	PFKFB2
cg22927043	NPPB
cg22927134	CHRM5
cg22930187	ARTN
cg22932215	COPS7B
cg22932819	GPNMB
cg22936016	FSIP1
cg22937320	C9orf138
cg22937804	MGC44505
cg22938407	CEP72
cg22939715	C1orf2
cg22940152	LOC284739
cg22940988	IQCH
cg22941086	C12orf40
cg22946150	SH3GL3
cg22946876	RASSF8
cg22947000	BCMO1
cg22949637	PRPF38B
cg22950347	C13orf23
cg22950391	ZNF192
cg22954818	APOBEC3A
cg22956254	GDF3
cg22956315	TTC1
cg22956483	IGF2
cg22956956	TFRC
cg22957381	KCND3
cg22959932	C3orf32
cg22960185	TMEM38A
cg22960284	PYGL
cg22960501	IKBKB
cg22960952	FLJ23657
cg22963452	IFITM1
cg22967016	MICAL2
cg22967284	SLIT1
cg22967298	PCNP
cg22968401	PIPOX
cg22968727	RPL11
cg22970435	SPATS1
cg22971191	SLC10A2
cg22972055	UNC84A
cg22973038	TUFM
cg22973042	AKT2
cg22974215	B3GAT3
cg22975568	CD74
cg22975712	GALR3
cg22975913	WT1
cg22978941	UNG
cg22979433	CKMT2
cg22980079	C4orf8
cg22980351	WDR40B
cg22981461	OTUB2
cg22982528	BRWD1
cg22983092	KRT25A
cg22983529	GNG11
cg22983885	C1orf128
cg22984616	BAG2
cg22986271	SACM1L
cg22986999	MRGPRF
cg22988566	WFDC10B
cg22991148	C21orf29
cg22992570	PHCA
cg22995106	COG4
cg22995176	UPK3B
cg22996555	GCS1
cg22997415	OVGP1
cg22998811	ZNF563
cg23002761	FBLIM1
cg23002907	RBMS2
cg23003832	ZDHHC12
cg23003881	FAM44B
cg23004625	PIGM
cg23006204	DPM2
cg23009046	PVRL1
cg23013392	PARP3
cg23013864	CAP2
cg23013931	SLC25A17
cg23018448	QTRT1
cg23018891	BCAS2
cg23020402	TTRAP
cg23022999	FLJ45909
cg23026920	TP53RK
cg23029193	FLJ39155
cg23029491	UBAP2
cg23029494	BCL2L12
cg23030090	RPS19
cg23032316	AAAS
cg23033024	CST8
cg23033866	MRPL12
cg23034818	BTBD6
cg23035555	HLRC1
cg23036025	SLC27A5
cg23037133	OXGR1
cg23037403	ZNF454
cg23040064	JPH3
cg23043245	PACSIN1
cg23043438	TEX10
cg23045073	NPHS2
cg23045373	C8orf13
cg23047271	PRICKLE2
cg23048366	HAGH
cg23051655	SCYL3
cg23051664	TNFRSF10D
cg23054437	MOSC2
cg23054676	MTRR
cg23054883	FZD10
cg23055159	COMMD8
cg23057732	C3orf39
cg23058901	ALX4
cg23060239	RUSC1
cg23061257	YIPF1
cg23061578	SLC9A3
cg23062876	DBT
cg23064554	CTRC
cg23065097	FKBP1B
cg23066879	BRAF
cg23067535	FAM83A
cg23069305	SENP1
cg23070249	HIST1H2BC
cg23070585	RXRB
cg23074401	DDX10
cg23074747	C9orf72
cg23075286	GALP
cg23075568	CORO2A
cg23076086	FYN
cg23078294	RSBN1
cg23079782	P2RY10
cg23080667	STK35
cg23081213	PRKAG3
cg23082632	B4GALT3
cg23082877	RASIP1
cg23087084	PXMP3
cg23087130	ABI1
cg23089298	SEMA4C
cg23089438	CSF1
cg23089840	LRRC3
cg23090046	KNS2
cg23090824	PDE7B
cg23092072	AFF1
cg23092086	CES7
cg23092823	PODN
cg23093462	PARD3
cg23093496	C16orf54
cg23096553	KCNMB4
cg23096644	PEG10
cg23097006	VSX1
cg23097681	ARHGAP24
cg23099347	C16orf53
cg23099349	HIST1H3B
cg23104823	PRPF39
cg23104955	RPL7
cg23106559	METTL1
cg23106779	CXorf2
cg23106864	SASS6
cg23109191	GAB2
cg23109897	PRKDC
cg23110514	LCE3E
cg23110832	FAM100B
cg23111544	REG1A
cg23112213	CDC23
cg23113963	SCNN1B
cg23114594	C10orf30
cg23114866	NKX2-2
cg23118151	FLJ21945
cg23121547	DUSP8
cg23123262	ACTR1B
cg23123362	ICF45
cg23123694	SLC38A2
cg23124451	CBX7
cg23124755	AQP3
cg23126915	XRCC2
cg23126947	NSUN3
cg23126949	ACCN2
cg23127998	FLRT3
cg23128056	KRT15
cg23129478	ST8SIA5
cg23130254	HOXD12
cg23131007	TCF12
cg23131777	ADAM30
cg23131950	AP2S1
cg23134169	SLC35E1
cg23137807	MEIS2
cg23140706	NFE2
cg23141855	TFPI2
cg23142900	GTF2H4
cg23142964	SSX2IP
cg23143093	NEK10
cg23144899	CRYGC
cg23146358	CDKN1C
cg23147597	CEACAM19
cg23149053	MMP17
cg23150219	C19orf26
cg23150609	YARS
cg23152772	FIBCD1
cg23154002	ZNF278
cg23154272	LENEP
cg23158022	FLJ21742
cg23158811	PBX4
cg23159296	SREBF1
cg23159337	ATP13A4
cg23159857	PSMC3
cg23162441	STK35
cg23163471	SVIL
cg23163573	SULT1C1
cg23164327	OSRF
cg23165541	DAPK2
cg23166289	C1orf107
cg23172864	GOPC
cg23173032	ARF6
cg23173910	ACTG2
cg23174481	FLJ35784
cg23175281	ACTB
cg23179168	FAM84B
cg23179321	RPP38
cg23180270	RNF113A
cg23180365	GLB1
cg23180489	LYNX1
cg23181133	CEACAM3
cg23181138	AGTPBP1
cg23181170	GABRP
cg23182539	TIAL1
cg23185262	PDXK
cg23185402	PHKB
cg23185657	TIMM10
cg23186643	NPB
cg23187653	PCSK1
cg23188547	CDC6
cg23189044	KCNE3
cg23190203	SFXN3
cg23191772	IDH3B
cg23191950	ALDH1A3
cg23192899	MGC15407
cg23196133	POLR2A
cg23196831	COL14A1
cg23197881	RAB3IP
cg23202277	MAPT
cg23202409	C11orf48
cg23205183	NECAP1
cg23207527	RBM24
cg23207616	RER1
cg23207985	ADRBK1
cg23207990	SFRP2
cg23208152	ZMYND10
cg23208881	FURIN
cg23213170	FCMD
cg23213217	DEGS1
cg23213688	EXOC8
cg23214267	EYA2
cg23214764	PRSS23
cg23216015	C7orf16
cg23216184	DGCR8
cg23217005	MT1F
cg23218877	C10orf9
cg23219570	FGF23
cg23219720	FLJ32110
cg23221122	DUSP10
cg23222573	C20orf6
cg23226134	CLCN6
cg23228048	BAHD1
cg23228178	PADI4
cg23230018	F25965
cg23231873	USP32
cg23233234	FLJ14668
cg23234510	APTX
cg23234999	MKRN3
cg23235603	CDC2L6
cg23239039	D4S234E
cg23239052	BAIAP2
cg23239396	CALCR
cg23239444	PACSIN1
cg23239828	SEC6L1
cg23239842	NCOA2
cg23240895	PRR5
cg23240961	LOC56901
cg23242017	LMTK2
cg23242898	DCC
cg23243617	CAMK1
cg23244421	FASN
cg23244913	HCG9
cg23246978	GPC6
cg23248452	TAS2R1
cg23248587	XRCC4
cg23248865	SEMA4C
cg23250700	RAD23A
cg23254045	TMCO5
cg23256150	NR1H4
cg23256971	LRRC51
cg23257840	ZNF264
cg23258063	SCYL3
cg23260026	FSTL3
cg23260799	PTDSS2
cg23261102	DNAJC18
cg23261233	ACTB
cg23262918	OSBPL8
cg23263923	TNFSF7
cg23264519	TMPO
cg23265096	CTSZ
cg23266266	DCUN1D4
cg23268677	TXNRD2
cg23269225	FBXL4
cg23271318	ZSWIM1
cg23272214	PCBP3
cg23273333	ESRRG
cg23273897	MME
cg23274030	SFXN4
cg23274123	C1orf96
cg23276695	CNR1
cg23278885	TGM6
cg23281417	STK17A
cg23282559	KL
cg23282674	IL20
cg23282771	ASS
cg23282949	RENBP
cg23283495	IRF6
cg23283875	FLJ21062
cg23285573	PON2
cg23286660	PLOD1
cg23287547	MYO5A
cg23290344	NEF3
cg23299127	MAP3K6
cg23300372	CART
cg23300897	USP20
cg23303074	LRAT
cg23303408	POU4F3
cg23303782	GRK5
cg23306832	KIAA0999
cg23307264	KHSRP
cg23309825	MLC1SA
cg23310538	PLEKHA9
cg23311549	MLF2
cg23311628	RAB8B
cg23316360	EDNRB
cg23318804	C15orf39
cg23320056	ARHGEF2
cg23320649	C3orf18
cg23322112	ABCC13
cg23322316	SPATA4
cg23322523	TRIM55
cg23323671	STMN1
cg23323711	RPL22
cg23323879	CILP
cg23324259	SNX16
cg23324787	RAG2
cg23325242	CYB5R3
cg23325932	EXOSC5
cg23326197	CYP3A4
cg23326301	ADAM30
cg23326689	STMN2
cg23326785	TMEM25
cg23328404	ChGn
cg23333306	CDC42EP4
cg23333420	OBFC1
cg23335946	C1orf26
cg23337289	ZNF513
cg23337382	GPR125
cg23337754	CRABP1
cg23338195	SLC30A8
cg23338993	UGT1A6
cg23345864	VPS26
cg23346960	ZFP36
cg23347400	RBM4B
cg23347911	RPS6KB2
cg23347958	DHX8
cg23349242	SUSD2
cg23349790	IGSF21
cg23350087	MCOLN1
cg23350274	RDH12
cg23350446	PDCD2
cg23352030	PRIC285
cg23352579	RDX
cg23352695	EVI2A
cg23352747	ALPL
cg23353982	TBX6
cg23355492	SP6
cg23355725	IIP45
cg23356993	TIMP2
cg23357981	GRP
cg23360251	LEPREL2
cg23361608	DSCR5
cg23362667	RIPK5
cg23363832	RBP1
cg23364287	IHPK2
cg23365832	TPST2
cg23366119	CNDP2
cg23366752	DNAJA4
cg23367478	PDE3A
cg23370883	MYL7
cg23372001	HIST1H4J
cg23376526	SLC27A3
cg23381116	PSME2
cg23382741	PPP1R14D
cg23384185	TYMS
cg23389061	C14orf122
cg23390397	MICAL1
cg23391006	OXTR
cg23391785	DNM3
cg23392730	CHCHD1
cg23392782	RNF166
cg23393291	LINS1
cg23397015	INHBB
cg23398173	MTPN
cg23398241	CHRND
cg23398385	PIK3R4
cg23400451	MYH4
cg23401756	DPEP3
cg23402444	PSD
cg23403256	MBD1
cg23404467	KIR3DL3
cg23408913	40067
cg23410627	CH25H
cg23411876	NDUFB2
cg23412777	PYGO1
cg23412850	SOCS2
cg23414387	CYP4B1
cg23414431	CAPN3
cg23418591	FLJ90166
cg23422659	WNT9B
cg23424268	GCHFR
cg23426587	KLHL9
cg23427565	ATG4D
cg23427666	TG
cg23428445	GPR37
cg23429696	B3GAT2
cg23430634	C8orf17
cg23431988	PIWIL2
cg23432345	HOXA7
cg23433532	ZDHHC16
cg23433607	CHGB
cg23434459	BCAP29
cg23434919	STK10
cg23435440	HCAP-G
cg23435746	TWSG1
cg23439277	PLCE1
cg23440155	CYP4B1
cg23441167	GNG5
cg23441208	BCAT2
cg23444894	UNQ5810
cg23445511	NIP7
cg23446109	PCCA
cg23447996	SYK
cg23448096	LYSMD4
cg23451311	DMAP1
cg23452458	OSBPL7
cg23455517	BCAT2
cg23455897	C20orf23
cg23456306	EFNA2
cg23456692	EDEM1
cg23460697	UBN1
cg23462402	FAM113A
cg23464269	UGT1A3
cg23470272	GPSN2
cg23471482	CCL22
cg23473726	ZNF324
cg23473849	PPP2R5B
cg23473904	COL6A2
cg23475963	CALU
cg23476955	AP1M1
cg23477967	TFPI
cg23478284	PTPN13
cg23479658	LIAS
cg23480499	METAP2
cg23481221	TOMM34
cg23481748	UNQ9438
cg23484278	C15orf27
cg23486067	PLSCR1
cg23487586	MGC22001
cg23489497	ATPBD1B
cg23490074	C19orf2
cg23491309	UBE2L6
cg23492043	ASTN
cg23494853	C2orf25
cg23495059	RRAGC
cg23496260	BASP1
cg23499956	S100A16
cg23502772	MGC42105
cg23503501	RIBC2
cg23504246	FGF7
cg23504707	PPM1A
cg23506842	PTPN7
cg23507131	DARC
cg23508052	SCD
cg23508540	CLSTN1
cg23508786	IFNGR2
cg23509064	FN3KRP
cg23509869	LST1
cg23512028	RBAK
cg23512958	IL7
cg23513504	TMEM1
cg23513644	MPHOSPH10
cg23513690	SH3RF2
cg23514672	FLJ32871
cg23517548	NFATC2IP
cg23517605	TUBB2B
cg23517677	POLR2G
cg23519022	CAPZB
cg23519969	CCR8
cg23520347	RASSF5
cg23521069	SIP1
cg23521281	WDR75
cg23523368	AMPD1
cg23525180	ID2
cg23526055	TCEB1
cg23528708	C6orf79
cg23530288	SIRT3
cg23530850	KIAA0182
cg23533073	CHES1
cg23534142	ATF3
cg23536300	PPP1R12A
cg23538064	CFB
cg23538854	IL7
cg23539753	SP100
cg23539966	RTN4
cg23540518	TRIM17
cg23540651	GBP3
cg23540745	HIST1H4G
cg23543604	TAF12
cg23547073	ABCB6
cg23547429	SLC43A3
cg23548479	CDKN1C
cg23548920	ARRDC2
cg23555120	NUAK1
cg23557926	CFH
cg23558650	PPME1
cg23559331	KCNH4
cg23560113	MXD1
cg23563234	PCDHGB7
cg23566335	ADAM18
cg23566503	NNAT
cg23568913	PES1
cg23570261	FLJ10006
cg23571857	BIRC4BP
cg23574449	E2F2
cg23575320	C14orf58
cg23576473	SLC35B1
cg23577242	MPPED2
cg23579062	DNAI1
cg23580000	ADCY7
cg23581186	KRTAP21-2
cg23582408	EEF1A2
cg23582919	UBPH
cg23585575	PPIF
cg23587449	LRAT
cg23587532	BM88
cg23588553	SHMT2
cg23588893	FUT11
cg23591853	IFT172
cg23591869	FLJ45803
cg23594876	BLCAP
cg23595927	MYL5
cg23596123	PCDHB6
cg23599056	ZMYND17
cg23599843	JPH1
cg23602533	TTPA
cg23602684	NRL
cg23606023	CBFA2T3
cg23606079	CRISPLD2
cg23609672	MYBPH
cg23609821	NP
cg23610018	VGLL4
cg23610841	PURG
cg23612220	TNFAIP8L2
cg23613030	GPR115
cg23613177	C10orf89
cg23613305	FVT1
cg23613317	LARP1
cg23614979	NAV2
cg23615676	KCNN2
cg23616741	PGAM2
cg23617121	OSBPL5
cg23617760	C16orf44
cg23618830	ARHGEF12
cg23619829	MTFR1
cg23620639	COL13A1
cg23621689	C6orf25
cg23621817	CHRNA9
cg23625458	AFAR3
cg23626798	L3MBTL
cg23627134	ARHGAP15
cg23628240	MLR2
cg23629183	MINA
cg23631636	RPL37A
cg23632840	MKKS
cg23637791	ODF3L1
cg23637943	PSMA5
cg23639989	FAM105A
cg23640092	ZNRF2
cg23640903	GFOD1
cg23641145	PGR
cg23641264	JRK
cg23641267	LPXN
cg23642747	INA
cg23643330	JAG1
cg23644127	C8orf38
cg23644213	PIGO
cg23645091	KRT5
cg23651356	RGS17
cg23651728	BFSP1
cg23652526	HNRPUL1
cg23652939	C1orf160
cg23653008	CHFR
cg23653187	ADPN
cg23653712	SGCB
cg23654219	TCF19
cg23654545	GNL1
cg23655719	CCL19
cg23656380	ADRM1
cg23656386	SLC12A4
cg23657252	BMP2K
cg23657409	PLCB1
cg23660191	ZNF688
cg23660999	PDDC1
cg23662675	PRKCBP1
cg23663332	RBM13
cg23663476	LAT
cg23665568	BCL10
cg23665603	SEC14L2
cg23667407	LOC51255
cg23667432	ALPP
cg23667933	FXN
cg23668257	ZFP95
cg23668631	CAMKK1
cg23670203	STK38
cg23671708	TMEM88
cg23673107	ZNF491
cg23674788	KRTHA2
cg23674882	LOXL3
cg23679085	AP2M1
cg23679141	ANP32C
cg23679724	CTSZ
cg23680518	SBSN
cg23680936	C10orf22
cg23681213	PNMA1
cg23681243	UBE3A
cg23684521	SDFR1
cg23685580	CATSPER2
cg23686014	TFPI2
cg23687186	IPO9
cg23687319	GGPS1
cg23687960	GGH
cg23689916	CHMP5
cg23690380	PRMT5
cg23692497	INT4
cg23694248	PTPRR
cg23695504	FLJ45717
cg23696618	SERPINB10
cg23696712	KRT6L
cg23696834	GNMT
cg23696886	PDLIM2
cg23696949	LAMC2
cg23698058	PRKACB
cg23698287	HDAC1
cg23698969	SLC22A18
cg23699324	CTNNA2
cg23700778	KIAA0895
cg23702568	KIAA0261
cg23704082	TRIM59
cg23704362	C8orf46
cg23704703	C21orf13
cg23705973	HIST1H1D
cg23706211	CELSR2
cg23706422	PAPSS2
cg23707493	TNKS2
cg23707905	AMY2B
cg23709121	C14orf149
cg23710218	MSC
cg23713520	TM4SF11
cg23713742	SPAG4
cg23717696	ITGB1BP2
cg23719367	LONRF1
cg23721140	ZNF514
cg23722792	SCN4A
cg23723933	AKAP9
cg23724447	BUB3
cg23727043	ADAMTS7
cg23731764	EXOSC10
cg23732024	LY96
cg23733753	CYP46A1
cg23735442	SMG7
cg23737055	ANKRD46
cg23737768	KRT24
cg23738770	NFKB2
cg23739036	PEX10
cg23739862	PRMT8
cg23740844	ATP5L
cg23741330	C6orf188
cg23743114	CCL15
cg23744433	WDR78
cg23746359	FAM19A3
cg23748737	SCARF2
cg23749046	GPR61
cg23749163	KIAA1737
cg23749760	ZNF467
cg23751724	C20orf133
cg23751922	CREG1
cg23752923	MCOLN3
cg23752985	VAMP8
cg23753610	DNAHL1
cg23756219	DRP2
cg23756272	BCL2
cg23758485	SMPD3
cg23759214	MRE11A
cg23759710	OXER1
cg23760945	ELOF1
cg23761196	CNOT1
cg23761264	PLCG1
cg23762517	HIVEP3
cg23764381	ATRNL1
cg23765993	SPINLW1
cg23767977	KRT6IRS
cg23769143	TIMP4
cg23771603	MYO3A
cg23771661	B3GNT3
cg23771929	FREQ
cg23772500	PSMD3
cg23772557	USP16
cg23773532	GPRC5D
cg23776012	KA21
cg23776217	C18orf10
cg23777956	CREB3L3
cg23779106	DUSP12
cg23779331	ARRB2
cg23780937	C7orf24
cg23780947	TMEM48
cg23786576	ATPAF1
cg23788167	ZA20D2
cg23790767	ELL3
cg23792364	C19orf6
cg23792978	PDE2A
cg23795623	FLJ10769
cg23796040	KIAA0143
cg23797100	LAT
cg23799276	NUP210
cg23799313	PAQR7
cg23801057	P2RX7
cg23807559	COG1
cg23807646	SLC26A8
cg23808301	PLD2
cg23813257	IL32
cg23815000	LCN1
cg23815491	HP
cg23816572	CEP68
cg23817637	TMEM12
cg23818978	AMICA1
cg23820285	PIP5K2A
cg23824713	SERPINB5
cg23824815	ZNF333
cg23827867	SOX12
cg23828212	MAN1A2
cg23828595	PRKG1
cg23829949	ZNF238
cg23830037	DRG2
cg23830326	NHN1
cg23832061	PPIL6
cg23833452	RAB32
cg23833896	CLN8
cg23834593	HNF4A
cg23835812	CHMP2B
cg23837897	COX11
cg23838179	ZNF592
cg23838531	TTC19
cg23841186	SOAT2
cg23843505	MYBL2
cg23843812	FLJ43582
cg23844090	TMEM42
cg23845507	CDC7
cg23845773	TAF10
cg23850212	ZFP28
cg23850377	LAPTM4A
cg23854009	ZNF530
cg23854921	AFTIPHILIN
cg23855093	GPR128
cg23855121	TLR10
cg23855392	MTHFS
cg23855566	FAM73A
cg23855818	SLC41A2
cg23855989	AQP5
cg23858074	C6orf167
cg23858360	TSPAN14
cg23858565	CTCF
cg23859078	C7orf30
cg23861715	CDC14B
cg23862908	C8orf37
cg23863670	CCL28
cg23864823	MRPL9
cg23865067	ARPP-19
cg23865698	WFDC1
cg23866755	CNP
cg23867624	FOXC1
cg23868119	PTPLA
cg23871933	Pfs2
cg23873703	KCNAB1
cg23874078	CEPT1
cg23877385	GCNT3
cg23877786	RPL13
cg23877831	MRPL51
cg23878206	ATF5
cg23879147	C10orf42
cg23881601	C1orf66
cg23881725	DLEC1
cg23881971	ZNF10
cg23882824	GART
cg23886551	TMEM121
cg23886755	PHC2
cg23887102	TAAR6
cg23887396	SARM1
cg23888423	40058
cg23889010	SLPI
cg23889021	CTDSP1
cg23889771	CPSF3
cg23894003	FBS1
cg23894058	KLK12
cg23894539	STARD3
cg23896056	DKFZp686L1814
cg23898073	GFRA1
cg23900225	CX40.1
cg23901896	ELF3
cg23902550	TIGD5
cg23904249	MGC2574
cg23905308	PER2
cg23906144	OVCA2
cg23906291	ERBB2
cg23906760	UBL5
cg23909343	PPP2R5A
cg23909633	IL24
cg23910243	TGFB1I1
cg23910835	SFRP2
cg23911465	EIF2B2
cg23911972	C12orf44
cg23912721	PHYH2
cg23912823	NAB2
cg23913400	ITGB4
cg23915008	RPS16
cg23915111	KIF14
cg23916158	MYBBP1A
cg23916845	DFNB31
cg23916948	RAG1AP1
cg23917399	TNFAIP8
cg23918047	ARHGDIA
cg23918676	C1D
cg23919568	FAM32A
cg23920441	ATP1A3
cg23920917	CPSF6
cg23921699	CACNB3
cg23922081	SOX12
cg23922454	LHX5
cg23922708	PARD6G
cg23922914	TGDS
cg23923462	PGAM1
cg23926526	MDM1
cg23927367	ACAD8
cg23933345	AP4B1
cg23934633	RNF113B
cg23935746	CCNB1
cg23938476	C6orf136
cg23940655	C14orf43
cg23941599	FEM1C
cg23943360	LDLR
cg23943801	RAB21
cg23948756	KNS2
cg23948874	EIF4G2
cg23950724	SYT10
cg23953133	LMNB1
cg23953396	GPRC5C
cg23953831	IGSF2
cg23957084	MRPL40
cg23957424	TRAF6
cg23957915	RCOR2
cg23960723	ECHDC3
cg23963136	CD320
cg23964386	LTB4DH
cg23966705	SPAG9
cg23967169	FAM19A4
cg23968383	ZNF572
cg23968678	LENG4
cg23970089	ATP5I
cg23970338	TSFM
cg23970785	DEXI
cg23972869	RPL18
cg23973000	TSSK1
cg23973566	C6orf32
cg23974202	CCNT2
cg23977670	H19
cg23978322	FHL5
cg23978557	SMPD2
cg23979923	CIB1
cg23983173	TMEM87A
cg23983340	CD46
cg23983449	GABARAP
cg23983884	DBN1
cg23984059	COPB
cg23984434	GUCY1A2
cg23988310	SCG2
cg23989635	CDH1
cg23993660	PINK1
cg23995753	LY75
cg23996241	AP2B1
cg23996306	DARS
cg23998987	TBL3
cg24000099	LOC221955
cg24000189	FLOT1
cg24001070	SMCR8
cg24003306	MRPL36
cg24003542	MCC
cg24006341	ZCCHC13
cg24006361	EPN3
cg24008892	PMF1
cg24009109	CCDC12
cg24009736	GALGT
cg24010336	FBXO17
cg24010952	BDKRB2
cg24012034	ETNK1
cg24012157	DDX50
cg24012708	HDHD3
cg24012887	BTBD14B
cg24012925	SRXN1
cg24014020	PIGQ
cg24014661	MGC33600
cg24016044	CPEB4
cg24019564	RUNX3
cg24019851	SEMA3B
cg24022829	EIF2AK2
cg24023606	TDP1
cg24024214	BTNL8
cg24027342	ATM
cg24027679	SLC2A7
cg24028122	KIAA0776
cg24030425	PEX1
cg24030449	FGF20
cg24030609	ELA2B
cg24030627	FCGBP
cg24030630	TCIRG1
cg24031606	CDC25A
cg24034289	SCAMP3
cg24035370	PRKCZ
cg24035962	NCOA4
cg24041453	CCDC11
cg24041977	CERK
cg24041995	LIG3
